loan_amnt,term,int_rate,installment,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,sub_grade_a2,sub_grade_a3,sub_grade_a4,sub_grade_a5,sub_grade_b1,sub_grade_b2,sub_grade_b3,sub_grade_b4,sub_grade_b5,sub_grade_c1,sub_grade_c2,sub_grade_c3,sub_grade_c4,sub_grade_c5,sub_grade_d1,sub_grade_d2,sub_grade_d3,sub_grade_d4,sub_grade_d5,sub_grade_e1,sub_grade_e2,sub_grade_e3,sub_grade_e4,sub_grade_e5,sub_grade_f1,sub_grade_f2,sub_grade_f3,sub_grade_f4,sub_grade_f5,sub_grade_g1,sub_grade_g2,sub_grade_g3,sub_grade_g4,sub_grade_g5,home_ownership_mortgage,home_ownership_none,home_ownership_other,home_ownership_own,home_ownership_rent,initial_list_status_w,application_type_individual,application_type_joint
25000.0,60.0,21.97,690.05,120000.0,Verified,May-2012,Fully Paid,debt_consolidation,Credit Card Payoff,13.43,Jan-1995,8.0,0.0,23613.0,95.6,12.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4800.0,36.0,13.67,163.29,50100.0,Verified,Nov-2013,Fully Paid,debt_consolidation,Chase repay,31.28,Oct-2003,17.0,1.0,6588.0,87.8,25.0,1.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
8500.0,36.0,9.99,274.24,55000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,17.87,Jul-2006,15.0,0.0,14469.0,41.9,23.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
23200.0,60.0,20.99,627.51,58000.0,Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,22.7,Feb-2001,19.0,0.0,27162.0,63.5,63.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
4500.0,36.0,12.69,150.96,60000.0,Not Verified,Oct-2011,Fully Paid,credit_card,Credit card refinance,13.5,Jan-1995,14.0,0.0,5044.0,53.4,27.0,1.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
15000.0,36.0,8.67,474.7,86000.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,7.59,Oct-1996,11.0,0.0,14318.0,52.6,17.0,2.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20000.0,36.0,7.69,623.88,300000.0,Source Verified,Sep-2014,Fully Paid,home_improvement,Home improvement,11.19,Mar-1983,10.0,0.0,52628.0,80.8,35.0,6.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
5500.0,36.0,13.33,186.2,66125.0,Source Verified,Apr-2015,Fully Paid,credit_card,Credit card refinancing,7.26,Aug-2000,6.0,0.0,3362.0,30.0,14.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9850.0,36.0,12.99,331.84,110000.0,Not Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,19.23,Dec-1999,13.0,0.0,52798.0,86.0,38.0,4.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
5000.0,36.0,6.92,154.21,54000.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,17.42,Aug-2009,20.0,0.0,2883.0,12.1,27.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
18000.0,60.0,14.91,427.37,82400.0,Verified,Jan-2011,Fully Paid,debt_consolidation,Elijah's debt consolidated,10.37,Mar-2001,7.0,0.0,2781.0,69.0,22.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
14400.0,36.0,7.66,448.99,90000.0,Source Verified,Mar-2011,Fully Paid,car,Motorcycle,12.23,Nov-2004,8.0,0.0,29518.0,51.3,19.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
9600.0,36.0,13.33,324.99,55000.0,Verified,Aug-2015,Fully Paid,credit_card,Credit card refinancing,26.05,Aug-2001,11.0,0.0,23022.0,64.3,23.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
12000.0,36.0,12.99,404.27,90000.0,Not Verified,Oct-2013,Fully Paid,credit_card,Credit card refinancing,11.97,Mar-2007,10.0,0.0,7331.0,91.6,16.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
7125.0,36.0,9.99,229.88,45000.0,Not Verified,Oct-2013,Fully Paid,debt_consolidation,Needed,20.6,Aug-2003,13.0,0.0,5931.0,25.8,33.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
18000.0,60.0,24.5,523.07,45000.0,Verified,Sep-2013,Fully Paid,debt_consolidation,pay off credit,7.33,Oct-2001,6.0,0.0,10093.0,96.1,10.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
8400.0,36.0,17.86,303.1,90000.0,Source Verified,Jul-2015,Fully Paid,house,Home buying,17.64,Oct-2000,12.0,0.0,7675.0,32.8,67.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
11000.0,36.0,11.44,362.43,70000.0,Not Verified,Dec-2014,Fully Paid,credit_card,Credit card refinancing,23.9,Sep-2003,22.0,1.0,12033.0,38.6,62.0,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
9800.0,36.0,11.99,325.46,75700.0,Source Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,20.2,Nov-2002,16.0,3.0,6645.0,29.0,33.0,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
20875.0,60.0,24.99,612.59,155000.0,Verified,Nov-2015,Charged Off,debt_consolidation,Debt consolidation,9.84,Mar-1993,11.0,0.0,13098.0,38.0,23.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
4550.0,36.0,13.98,155.47,72000.0,Not Verified,Jun-2014,Fully Paid,credit_card,Credit card refinancing,3.33,Apr-2002,6.0,1.0,3172.0,30.5,63.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
8000.0,36.0,16.99,285.19,175000.0,Verified,Mar-2015,Charged Off,debt_consolidation,Debt consolidation,18.69,Jul-1999,15.0,0.0,10574.0,80.7,52.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9000.0,36.0,11.99,298.89,56000.0,Source Verified,Apr-2016,Fully Paid,debt_consolidation,Debt consolidation,17.32,Sep-2003,7.0,1.0,4894.0,40.8,14.0,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
24000.0,60.0,8.39,491.13,109000.0,Source Verified,Oct-2014,Fully Paid,credit_card,Credit card refinancing,21.68,Aug-1998,17.0,0.0,40987.0,53.1,24.0,2.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
2000.0,36.0,7.49,62.21,30000.0,Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,11.92,Nov-1990,6.0,1.0,2108.0,36.3,29.0,2.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5350.0,36.0,6.92,165.0,33000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,18.36,Apr-1998,10.0,1.0,3715.0,39.1,11.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
17500.0,36.0,7.62,545.33,104000.0,Not Verified,Oct-2013,Fully Paid,debt_consolidation,Grad Expense Consolidation Loan,17.0,Mar-2001,11.0,0.0,27250.0,70.8,26.0,1.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
5975.0,36.0,10.99,195.59,67500.0,Source Verified,Feb-2014,Fully Paid,debt_consolidation,Debt consolidation,3.18,May-2001,2.0,0.0,0.0,0.0,12.0,2.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
24000.0,60.0,16.49,589.91,90000.0,Verified,Aug-2011,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.53,Oct-1994,12.0,0.0,27797.0,49.5,34.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
30000.0,60.0,18.99,778.06,90000.0,Verified,Oct-2014,Fully Paid,credit_card,Credit card refinancing,15.93,Nov-2000,16.0,0.0,9913.0,64.8,40.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
9000.0,36.0,8.49,284.07,94000.0,Not Verified,Jan-2016,Fully Paid,credit_card,Credit card refinancing,9.52,May-2002,6.0,1.0,12766.0,69.0,11.0,2.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
27325.0,60.0,20.49,731.42,90000.0,Verified,Apr-2014,Charged Off,home_improvement,Home improvement,19.97,Feb-2004,16.0,0.0,12040.0,41.8,23.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
25000.0,36.0,7.69,779.84,95717.0,Source Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,9.63,Sep-1977,12.0,0.0,19890.0,60.6,29.0,2.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
16000.0,36.0,11.99,531.36,90000.0,Source Verified,Oct-2013,Fully Paid,credit_card,Credit Card Reduction,5.17,Apr-2005,5.0,0.0,17640.0,58.0,9.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
6150.0,36.0,14.16,210.68,57000.0,Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,9.89,Aug-1997,6.0,0.0,7027.0,83.0,11.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
4800.0,36.0,11.99,159.41,84000.0,Source Verified,Sep-2013,Fully Paid,major_purchase,Boat Loan for a 1999 Carolina Skiff,11.54,Apr-1999,6.0,0.0,0.0,0.0,26.0,3.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
15225.0,36.0,25.57,609.95,45000.0,Not Verified,Apr-2015,Charged Off,debt_consolidation,Debt consolidation,36.45,Jan-1997,9.0,0.0,20242.0,79.7,26.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2700.0,36.0,19.05,99.04,10800.0,Verified,May-2013,Fully Paid,credit_card,Instance offer,10.44,Apr-2007,6.0,0.0,3108.0,32.0,11.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
16000.0,36.0,13.68,544.36,107152.0,Verified,Aug-2013,Fully Paid,debt_consolidation,Debt consolidation,25.24,Nov-1995,19.0,0.0,19591.0,54.2,51.0,3.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
10000.0,36.0,10.74,326.16,125000.0,Source Verified,Apr-2012,Fully Paid,wedding,Wedding loan,25.81,Aug-1997,15.0,0.0,44558.0,21.8,36.0,3.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
7000.0,36.0,6.49,214.52,80000.0,Not Verified,Jul-2014,Fully Paid,car,Car financing,9.65,Apr-2000,9.0,0.0,2345.0,3.5,17.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1500.0,36.0,12.69,50.32,24850.0,Not Verified,Mar-2015,Fully Paid,medical,Medical expenses,29.86,Dec-2010,4.0,1.0,576.0,30.3,11.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
17050.0,36.0,18.99,624.9,47500.0,Source Verified,Sep-2014,Fully Paid,debt_consolidation,Debt consolidation,29.27,Apr-2006,7.0,0.0,16125.0,84.4,23.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
35000.0,60.0,17.57,880.61,270000.0,Verified,Dec-2013,Fully Paid,debt_consolidation,Conslidate credit card debt to 1 payment,23.69,Sep-1993,12.0,0.0,617838.0,81.9,23.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
14000.0,36.0,16.2,493.59,97000.0,Not Verified,Sep-2013,Fully Paid,debt_consolidation,DebtConsol,18.41,May-2000,25.0,0.0,25564.0,60.6,41.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
12150.0,36.0,16.49,430.11,65000.0,Not Verified,Jan-2015,Charged Off,debt_consolidation,Debt consolidation,11.82,Feb-2009,12.0,0.0,9827.0,44.0,15.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8000.0,36.0,15.95,281.06,70000.0,Verified,Jul-2010,Fully Paid,wedding,Wedding Loan,8.49,Jan-2007,3.0,0.0,17524.0,70.1,4.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
8400.0,36.0,15.22,292.1,90000.0,Not Verified,Aug-2013,Fully Paid,medical,Help Paying For Medical Treatment Bills,10.37,Aug-1994,7.0,0.0,15678.0,45.2,16.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
14400.0,60.0,18.25,367.63,35000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,31.0,Jul-2006,9.0,0.0,7547.0,29.7,23.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
28000.0,36.0,6.89,863.16,305000.0,Source Verified,Jul-2015,Fully Paid,home_improvement,Home improvement,11.89,Nov-1999,22.0,0.0,134502.0,4.3,71.0,2.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
4200.0,60.0,15.88,101.87,70000.0,Verified,Aug-2013,Fully Paid,debt_consolidation,Debt consolidation,1.73,Jun-2004,4.0,0.0,2743.0,63.8,10.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
27450.0,60.0,18.84,709.66,93000.0,Source Verified,Mar-2015,Charged Off,credit_card,Credit card refinancing,32.43,Nov-2003,21.0,0.0,17616.0,34.4,31.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
8000.0,36.0,12.69,268.36,64000.0,Source Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,16.14,Oct-2008,11.0,0.0,11020.0,46.9,21.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
12000.0,36.0,7.9,375.49,66000.0,Not Verified,Jul-2013,Fully Paid,debt_consolidation,Debt Consolidating,13.76,Sep-2003,8.0,0.0,2548.0,38.0,17.0,1.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3000.0,36.0,14.79,103.69,44160.0,Not Verified,Jul-2011,Fully Paid,home_improvement,Home Improvement Loan,18.99,Oct-1997,6.0,0.0,12395.0,99.2,25.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
17000.0,60.0,16.49,417.85,100000.0,Verified,May-2011,Charged Off,credit_card,Restructure Debt,23.59,Jan-1999,17.0,0.0,42622.0,54.8,47.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
7200.0,36.0,7.26,223.18,135000.0,Source Verified,May-2015,Fully Paid,credit_card,Credit card refinancing,6.2,Jan-2000,13.0,0.0,16800.0,45.5,27.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5325.0,36.0,14.99,184.57,33000.0,Not Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,18.44,Jul-2002,4.0,1.0,2336.0,74.0,34.0,2.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
9000.0,36.0,14.35,309.14,40020.0,Verified,Jun-2010,Fully Paid,moving,Moving Loan ,3.48,Mar-2005,6.0,0.0,4307.0,62.4,8.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
12000.0,36.0,8.9,381.04,42000.0,Not Verified,Sep-2013,Fully Paid,debt_consolidation,personal loan,8.2,Jan-1995,13.0,0.0,10801.0,30.7,29.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9950.0,36.0,11.14,326.42,29483.0,Not Verified,Apr-2013,Charged Off,debt_consolidation,payoffmostdebt,13.76,Jan-1998,8.0,1.0,4752.0,30.1,21.0,0.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
12000.0,60.0,20.2,319.27,59000.0,Source Verified,Nov-2013,Fully Paid,credit_card,Paying down credit card debt,24.31,Oct-1998,24.0,0.0,8389.0,84.7,44.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8225.0,36.0,14.48,283.04,65000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.94,Jan-1990,14.0,0.0,3098.0,39.2,42.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
18000.0,60.0,14.49,423.42,80000.0,Not Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,7.71,Nov-2002,7.0,1.0,10644.0,56.0,21.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
7200.0,36.0,13.35,243.82,40000.0,Verified,May-2014,Charged Off,debt_consolidation,Debt consolidation,18.54,Oct-1991,10.0,1.0,3940.0,69.0,26.0,2.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
6000.0,36.0,11.47,197.78,58000.0,Source Verified,Mar-2016,Fully Paid,debt_consolidation,Debt consolidation,11.09,Aug-2006,7.0,0.0,3642.0,51.3,8.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3200.0,36.0,21.49,121.37,20000.0,Source Verified,Apr-2013,Charged Off,other,Other,16.44,Oct-2002,4.0,0.0,3575.0,29.8,7.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
20000.0,36.0,14.98,693.12,50000.0,Source Verified,Dec-2013,Fully Paid,debt_consolidation,Mistake Fixer,12.36,Jul-1987,10.0,0.0,17901.0,61.7,31.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3450.0,36.0,23.13,133.79,29000.0,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,6.62,Aug-2007,5.0,0.0,5977.0,89.2,6.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
18000.0,36.0,8.39,567.3,80000.0,Not Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,12.23,Apr-2002,4.0,0.0,4595.0,22.4,33.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
31200.0,60.0,14.85,739.8,120000.0,Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,22.07,Dec-1996,12.0,0.0,29659.0,62.0,25.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
15000.0,36.0,14.09,513.33,40000.0,Verified,Apr-2013,Fully Paid,debt_consolidation,My Debt Consolidation,24.84,Aug-2005,6.0,0.0,10086.0,68.1,10.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
8000.0,36.0,12.85,268.98,40000.0,Verified,Jan-2014,Fully Paid,credit_card,Credit card refinancing,31.08,Nov-2003,30.0,0.0,6615.0,49.4,35.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
7800.0,36.0,6.03,237.4,74000.0,Source Verified,Apr-2014,Fully Paid,credit_card,Credit card refinancing,13.36,Sep-2004,11.0,0.0,4553.0,20.1,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
15000.0,60.0,13.35,343.99,58000.0,Source Verified,Jun-2014,Charged Off,home_improvement,Home improvement,20.38,Jul-1991,10.0,0.0,16098.0,64.7,26.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
